Track,Album Name,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Explicit Track
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,12/27/2023,23.2,"332,936,854",6,,,,,,0
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,23.2,"654,828,389",139540,68.0,"97,450,066","884,775","10,413,135","86,649,600",1
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,23.2,"277,094,824",75966,63.0,"118,824,965","1,513,533","71,831,644","537,618,525",1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,3/26/2024,23.2,"2,759,335",248,,"40,796,081","268,043",,,0
I'm Not The Only One,I'm Not The Only One,Sam Smith,9/11/2014,23.2,"93,040,974",10520,16.0,"1,663,836,563","6,794,854",,,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,10/5/2023,23.2,"3,872",5,,,,"4,413,567","135,542,729",0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,5/20/2022,23.2,"411,006,233",63319,67.0,"6,186,421","60,126",,,1
Too Easy,Too Easy,Gunna,9/24/2021,23.2,"133,039,977",69577,54.0,"21,842,375","250,732","29,171,201","241,202,185",1
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,23.2,"923,637,058",248136,74.0,"326,484,288","2,513,872","158,541,861","1,346,152,082",0
Take Two,Take Two,BTS,6/9/2023,23.2,"259,288,333",9472,69.0,"40,948,018","2,324,228","93,022,348","503,776,050",0
Water (Remix),Water (Remix) - Single,Tyla,11/17/2023,23.2,"51,588,608",14616,,,,"1,366,281","18,843,138",0
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,23.2,"506,083,686",88997,65.0,"191,257,884","1,917,299","8,081,963","53,859,932",0
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/2017,23.2,"55,362,558",9861,46.0,"1,292,844,409","5,695,565","3,354,781","45,939,694",0
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/2024,23.2,"52,510,463",992,76.0,"27,329,009","200,501",,,0
Live Another Day,Phonkageddon,Kordhell,8/27/2021,23.2,"283,108,875",69176,66.0,"147,447,678","1,916,013","93,038,797","1,067,856,594",1
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,23.2,"8,316,794",1342,47.0,,,"15,714","307,818",0
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,23.2,"293,361,823",61096,66.0,"141,862,016","1,051,171","156,741,590","1,336,043,098",1
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,23.2,"158,404,124",19033,51.0,"156,298,379","1,025,633","89,218,584","927,182,106",0
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,23.2,"60,358,583",32582,50.0,"43,371,351","749,082","650,159,397","8,680,132,146",1
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,23.2,"609,984,789",66397,74.0,"255,780,709","1,101,498","18,502,723","142,412,314",0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,23.2,"63,442,980",10414,58.0,"127,252,829","552,569","3,171,710","108,671,025",0
Clouds,Clouds - Single,BUNT.,1/12/2023,23.2,"149,986,283",48038,63.0,"9,500,978","157,127","686,653","13,195,696",0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,23.2,"21,485,335",4032,1.0,"5,878,965","68,296","786,980","9,858,141",0
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/2024,23.2,"77,564,567",7109,,,,,,0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,23.2,"175,374,235",19506,66.0,"236,220,298","1,251,377","18,078,777","146,435,027",0
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,23.2,"1,060,255,231",88246,71.0,"950,074,212","5,331,921","19,939,783","196,304,893",0
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,23.2,"509,011,250",72182,67.0,"220,773,540","2,241,242","94,397,647","685,543,612",0
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,23.1,"964,357,785",2,,,,,,0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,23.1,"718,634,962",116033,65.0,"88,651,556","872,188","63,662,766","429,272,415",1
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,23.1,"224,376,030",65837,56.0,"67,524,036","880,646","15,485,348","205,572,867",1
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,23.1,"77,999",96,,"1,174,983,850","6,804,449",433,"6,457",0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,23.1,"135,976,140",41454,69.0,"37,952,419","465,940","1,344,946","14,785,534",0
Feel It Still,Woodstock,Portugal. The Man,6/15/2017,23.1,"1,303,018,999",239,26.0,,,,,0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,23.1,"169,376,113",37282,2.0,"485,978,356","7,474,199","84,039,891","728,033,853",1
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,23.1,"457,252,350",58811,70.0,"284,333,103","1,250,573","25,018,657","226,942,604",0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,23.1,"360,149,048",49439,69.0,"94,595,491","955,663","21,771,827","154,135,701",0
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/2024,23.1,"8,104,357",456,68.0,"9,180,171","67,291",,,0
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,23.1,"67,887,030",5721,,"106,807,094","1,208,052","61,647,208","430,468,374",0
Heat,Heat (feat. Gunna),Gunna,6/20/2019,23.1,"174,090,982",34958,55.0,"353,442,033","2,306,325","2,178,301","26,278,533",1
Birds In The Sky,Birds In The Sky - Single,New Era,12/8/2023,23.1,"21,664,308",2953,,,,,,0
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,23.1,"995,463,505",139596,78.0,"283,348,553","3,003,483","23,839,570","175,752,903",0
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,4/19/2024,23.1,"9,591,249",4565,,"339,265","6,058",,,0
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/2024,23.1,"2,378,738",544,,"261,611","5,555",,,0
Bar,Bar,TINI,11/11/2021,23.1,"231,155,441",33491,54.0,"314,218,837","1,831,905","4,004","72,618",0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,1/25/2023,23.1,"17,745,591",2837,47.0,"172,379,457","1,396,751","62,524,027","749,416,523",1
Case,Ghost,Diljit Dosanjh,9/29/2023,23.1,"48,353,674",7078,,"97,635,698","720,820","357,879","5,805,614",0
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/2023,23.1,"29,171,226",1511,,"84,972,873","1,156,897",,,0
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/2021,23.1,"74,338,196",12229,45.0,"85,204,123","792,210","167,650,207","2,134,165,382",0
As It Was,As It Was - Single,Hundreds,3/24/2023,23.1,"479,006",111,30.0,"236,027,939","2,149,041",,,0
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/2014,23.0,,342,1.0,"2,049,579,300","2,525,179",,,0
Sial,fï¿½ï¿½,Mahalini,1/23/2023,23.0,"324,327,622",13022,75.0,"97,061,421","500,989","131,329,737","1,614,389,086",0
Pelele,Pelele,Morad,12/24/2021,23.0,"153,262,121",62043,64.0,"105,229,861","923,515","61,225,741","777,095,126",0
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/2023,23.0,"26,192,177",1252,,"83,675,431","568,393",,,0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,23.0,"89,487,508",7595,66.0,"64,767,621","301,091","29,472,860","466,245,707",0
Krippy Kush,Krippy Kush,Farruko,8/4/2017,23.0,"261,207,310",29638,56.0,"1,008,664,592","6,613,034","36,410,655","251,282,695",1
Do It,VULTURES 1,Kanye West,2/9/2024,23.0,"58,509,914",11523,,"971,307","26,740","7,537,500","62,692,000",1
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2/23/2024,23.0,"95,980,260",6191,79.0,"16,013,821","177,114",,,0
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,23.0,"134,971,918",58239,64.0,"8,374,578","77,621","5,401,097","34,056,492",1
Cuaderno,Climaxxx,Dalex,5/10/2019,23.0,"415,170,963",57071,63.0,"618,739,499","3,018,799","10,874,942","72,178,937",1
Leja Re,Leja Re,Dhvani Bhanushali,11/24/2018,23.0,"64,612,903",7444,55.0,"1,035,234,284","6,201,188","1,418","8,550",0
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,6/1/2024,23.0,"881,858",75,53.0,"7,429,733","106,911",,,0
Paro - Speed Up,Paro (Speed Up),Nej,5/20/2021,23.0,"92,866,817",20834,53.0,"510,081","8,586","483,475,908","6,637,149,421",1
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,23.0,"261,905,370",42715,75.0,"23,316,855","136,558","2,406,657","16,825,671",0
Girl,Easy Money Baby,Myke Towers,1/24/2020,23.0,"358,885,100",66574,70.0,"386,760,006","2,110,339","40,681,006","384,081,312",1
Saving Up,Saving Up,Dom Dolla,10/6/2023,23.0,"68,053,989",21585,,"1,482,245","22,209","3,086,204","48,264,636",0
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,23.0,"973,400,151",172881,74.0,"320,288,878","2,792,426","14,078,490","83,669,477",1
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,23.0,"331,506,695",116321,65.0,"22,151,531","381,423","13,454,627","89,324,319",1
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/2018,23.0,"74,027,513",5648,59.0,"1,014,261,335","4,638,798",,,0
LLYLM,LLYLM,ROSALï¿½,1/27/2023,23.0,"163,400,564",25380,60.0,"37,506,561","368,510","8,297,832","107,127,704",0
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/2022,23.0,"146,988,095",16234,59.0,"262,992,730","4,331,524","4,894,124","69,189,680",1
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,6/5/2015,23.0,"24,407,534",2389,29.0,"1,753,379,058","9,702,237",,,0
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,6/10/2022,23.0,"433,037",120,20.0,"386,932,138","889,910",,,0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,23.0,"603,009,543",60339,65.0,"752,863,338","1,897,331","2,655,600","33,166,882",0
ART,TYLA,Tyla,3/1/2024,23.0,"46,863,836",3984,,"17,633,827","366,176","164,042","2,574,072",0
Let's Love,Let's Love,Sia,9/11/2020,23.0,"222,571,023",44252,57.0,"68,547,283","647,482","20,613,081","221,346,418",0
DASH,Fe3O4: BREAK,NMIXX,1/15/2024,22.9,"40,620,097",2870,11.0,"59,080,794","673,001","211,047","1,553,400",0
On My Mind,On My Mind,Diplo,12/13/2019,22.9,"287,897,439",146593,60.0,"68,649,223","853,541","126,561,681","855,075,576",0
Vampiro,Vampiro,Matuï¿,3/29/2022,22.9,"250,112,783",37790,67.0,"207,570,990","2,206,717","12,026,795","81,406,851",0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,22.9,"61,355,849",24182,,"11,131,343","254,050","1,366,663","16,120,565",1
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,5/10/2024,22.9,"10,114,922",1567,74.0,,,,,0
Delincuente,Delincuente,Tokischa,8/19/2022,22.9,"190,095,480",35863,68.0,"83,772,680","753,857","88,295,849","801,557,207",1
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/2024,22.9,"30,301,728",2993,,,,,,1
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,22.9,"171,920,896",41774,65.0,"14,115,131","142,485","2,927,375","51,987,916",0
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,22.9,"98,301,770",40539,63.0,"30,136,123","792,334","2,486,105","19,817,648",1
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,22.9,"602,359,731",109606,62.0,"1,099,999,155","5,250,942","7,842,088","95,570,279",0
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,22.9,"99,022,909",18212,,"14,594,444","227,707",,,1
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,22.9,"22,277,518",1494,,"86,835,991","726,713",,,0
Fever,Future Nostalgia,Dua Lipa,3/27/2020,22.9,"381,166,294",50838,57.0,"168,485,708","1,688,852","51,527,633","728,998,950",0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,22.9,"454,467,751",75230,67.0,"35,155,712","250,394","2,248","13,072",0
Hands up!,Hands up!,6arelyhuman,12/10/2022,22.9,"144,555,119",30542,5.0,"26,566,933","480,339","60,350,179","381,921,701",1
Buenas,Buenas,Quevedo,9/22/2023,22.9,"108,163,942",22023,,"17,211,451","202,291","1,978,266","23,664,790",0
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2/9/2024,22.9,"72,492,332",5624,,"19,013,959","630,558",,,0
Let Her Go,All The Little Lights,Passenger,1/1/2012,22.9,"2,252,713,547",205647,73.0,"423,531,195","4,118,839","66,168,928","641,996,440",0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,22.8,"600,521,313",79793,65.0,"50,025,071","705,508","10,517,561","79,947,183",0
So Am I,So Am I,Ava Max,3/7/2019,22.8,"570,045,987",57702,66.0,"368,297,733","4,429,234","26,434,189","218,968,895",0
Slide,Slide,Calvin Harris,2/24/2017,22.8,"1,044,358,962",165916,69.0,"37,191,231","380,168","31,332,915","323,428,098",1
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,22.8,"1,407,382,497",357484,78.0,"1,211,241,854","10,819,604","152,628,012","1,396,761,942",0
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,22.8,"733,931,275",115255,71.0,"535,024,991","4,702,620","6,037,735","47,138,593",0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,22.8,"332,224,927",90422,58.0,"33,056,892","353,473","29,352,131","210,052,450",1
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/2021,22.8,"25,893,883",3377,46.0,"535,109,576","7,807,029",,,0
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,22.8,"296,711,145",17197,67.0,"1,599,246,274","4,273,511","3,933,137","78,337,323",0
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/2020,22.8,"529,404,392",74777,62.0,"53,885,408","433,692","74,062,960","583,303,862",1
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,22.8,"5,191,059",1333,32.0,"685,599,294","5,046,214","34,207,191","490,367,040",0
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/2021,22.8,"732,118,596",62990,69.0,"31,242,374","533,953",,,0
Here With Me,Here With Me,Marshmello,3/8/2019,22.8,"676,451,716",70317,66.0,"211,922,060","2,621,667","12,206,145","89,270,256",0
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,22.8,"478,791,369",58453,63.0,"964,694,090","6,231,853","28,874,189","281,205,271",0
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,4/28/2023,22.8,"155,454,907",26701,73.0,"49,199,015","427,756","81,509","2,164,944",0
TWINNEM,TWINNEM,Coi Leray,9/20/2021,22.8,"34,116,353",10084,42.0,"73,393,043","1,278,586","716,422,698","6,661,617,341",1
Mood,Mood,Makar,8/5/2022,22.8,"86,132,200",50326,55.0,"43,654,805","405,433","22,270,479","397,336,191",1
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,22.8,"94,305,899",11356,72.0,"48,837,884","316,446","8,394,951","73,323,706",1
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/2022,22.8,"158,017,957",35544,62.0,"112,378,481","3,043,988","25,195,709","227,308,261",0
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/2024,22.8,,8,,,,,,0
The Bones,GIRL...The Bones,Maren Morris,2/22/2019,22.8,"461,420,009",32656,63.0,"97,498,335","724,848","14,368,835","123,888,567",0
Good News,Good News,Mac Miller,1/9/2020,22.8,"447,761,883",116525,64.0,"183,168,994","2,032,885","43,407,153","367,511,487",0
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,22.8,"281,829,019",58130,62.0,"49,681,285","476,250",,,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,22.8,"81,623,095",18046,59.0,"109,132,919","1,146,510",,,1
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,22.8,"458,706,557",72270,58.0,"329,962,266","1,714,163","150,122,218","1,599,868,506",0
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,22.7,"224,150,665",33067,58.0,"105,711,690","630,231","15,466,674","279,699,428",1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/2024,22.7,"6,073,281",592,67.0,"3,597,876","151,835",,,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,5/2/2019,22.7,"143,152,814",37044,53.0,"111,536,750","1,932,048","7,419,600","56,902,607",1
Pakistan,Pakistan,D-Block Europe,6/29/2023,22.7,"43,844,757",25855,56.0,"15,389,226","98,631",30,"1,420",1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,22.7,"115,581,471",49847,60.0,"46,251,839","946,512","11,669,063","93,356,963",1
Barely Breathing,Barely Breathing,Grant Averill,10/22/2021,22.7,"1,479,227",616,22.0,"105,953","2,195","290,886,962","5,235,190,320",0
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,22.7,"654,965,766",124386,68.0,"147,035,496","1,383,677","150,205,415","1,859,282,676",0
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,22.7,"587,555,589",34908,72.0,"43,130,763","357,803","54,962,930","342,958,656",0
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,2/2/2021,22.7,"116,542,329",41062,8.0,"115,229,170","2,436,482","547,119,599","3,964,454,629",1
Already Rich,Already Rich,Yeat,5/3/2023,22.7,"156,047,755",31578,70.0,"13,251,602","156,992","26,190,022","273,007,809",1
Bandana,Bandana - Single,Shubh,3/29/2024,22.7,"41,479,958",1644,72.0,"25,606,311","481,855",,,0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,4/11/2024,22.7,"26,222,603",921,74.0,"23,049,880","275,676",,,0
Bruises,Bruises,Lewis Capaldi,3/31/2017,22.7,"1,135,588,382",132498,73.0,"375,823,933","3,028,107","13,112,648","120,059,618",0
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,22.7,"757,789,027",81489,72.0,"144,150,389","1,468,017","72,512,284","553,360,638",0
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/2023,22.7,"116,539,504",7964,62.0,"92,628,391","2,102,936","204,176","870,565",0
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,22.7,"27,244,358",456,61.0,"175,350,809","995,898",,,0
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,7/17/2023,22.7,"10,694,922",5363,50.0,"120,681,039","653,249","762,205","16,374,449",0
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,22.7,"757,522,352",224483,74.0,"101,146,931","1,073,571","59,591,708","450,672,924",1
HIND'S HALL,HIND'S HALL,Macklemore,5/10/2024,22.7,"22,463,244",2291,73.0,"2,237,688","147,286","111,800","272,100",1
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,22.7,"46,872,738",21343,49.0,"876,122,384","6,497,142","35,154,078","460,636,179",0
I'm Geekin,I'm Geekin,DDG,4/21/2023,22.7,"76,004,507",24334,60.0,"9,862,592","231,074","182,882,813","1,467,434,192",1
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,1/19/2024,22.7,"77,975,794",7057,71.0,"27,130,599","231,540",,,0
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,22.7,"562,983,225",52754,73.0,"1,452,593,496","4,997,178","33,076,170","314,778,494",0
Sunrise,One Thing At A Time,Morgan Wallen,3/3/2023,22.7,"104,516,305",16554,67.0,"44,535,669","284,688","2,219,054","23,849,216",0
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/2019,22.7,"859,985,881",17061,,"441,233,054","6,454,290",,,0
Para de Mentir,Para de Mentir,Oruam,11/16/2023,22.7,"44,091,443",4971,,"81,099,679","575,459","226,237","1,998,040",0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,22.7,"5,588,636",1252,,"5,680,064","87,918",,,1
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,22.7,"1,969,714",502,29.0,"678,412,558","2,502,471","547,396","10,405,552",0
Bella y Sensual,Golden,Romeo Santos,7/21/2017,22.6,"494,373,634",45589,66.0,"824,555,368","3,078,270","5,427,309","40,949,580",0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/2022,22.6,"171,663,870",10620,4.0,"169,981,704","823,356","315,673,377","4,039,554,717",0
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,22.6,"88,771,696",46086,62.0,"11,580,205","273,458","2,217,176","13,785,559",1
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/2023,22.6,"28,945,482",3303,52.0,,,"90,595","1,916,491",0
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,22.6,"325,264,193",47780,70.0,,,"7,137,722","83,764,776",1
Trampoline,Trampoline,SHAED,5/18/2018,22.6,"229,366,200",37923,55.0,"96,307,326","1,364,046","72,671,267","815,192,203",0
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,22.6,"79,045,342",18284,55.0,"34,142,538","565,870","9,297,727","105,037,367",1
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,6/17/2020,22.6,"354,643,707",30447,68.0,"529,909,818","8,469,062","141,180,977","703,479,878",0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,22.6,"752,708,868",62653,70.0,"535,764,821","2,159,262","59,390,273","427,823,320",0
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,22.6,"2,185,240,293",277753,86.0,"109,538,379","1,268,458","16,502,076","105,020,737",0
